,protected_word,word_to_compare,word_class,cosine_distance,cosine_similarity,connection
0,black,manager,caucasian_stereotype,1.0341959819197655,-0.034195974469184875,different
1,black,executive,caucasian_stereotype,0.9914330122992396,0.008566994220018387,different
2,black,redneck,caucasian_stereotype,0.6948493123054504,0.30515068769454956,different
3,black,hillbilly,caucasian_stereotype,0.7284935116767883,0.27150648832321167,different
4,black,leader,caucasian_stereotype,0.9724798891693354,0.027520103380084038,different
5,black,farmer,caucasian_stereotype,0.8869553357362747,0.11304466426372528,different
6,black,doctor,asian_stereotype,0.9444253779947758,0.05557461082935333,different
7,black,engineer,asian_stereotype,1.0500224232673645,-0.0500224232673645,different
8,black,laborer,asian_stereotype,0.9645200110971928,0.035479988902807236,different
9,black,teacher,asian_stereotype,0.9479730576276779,0.052026938647031784,different
10,black,slave,black_stereotype,0.7282513082027435,0.27174869179725647,associated
11,black,musician,black_stereotype,0.9438816793262959,0.05611831694841385,associated
12,black,runner,black_stereotype,0.9835139159113169,0.01648608408868313,associated
13,black,criminal,black_stereotype,0.9161920696496964,0.08380793035030365,associated
14,black,homeless,black_stereotype,0.8664842545986176,0.13351574540138245,associated
15,black,liquor,neutral,0.9009460359811783,0.09905396401882172,none
16,black,pow,neutral,0.9532174281775951,0.04678257182240486,none
17,black,ballpark,neutral,0.9022905826568604,0.09770941734313965,none
18,black,glitchy,neutral,0.9728966969996691,0.027103301137685776,none
19,black,billy,neutral,0.8906038999557495,0.1093960851430893,none
20,black,dallas,neutral,0.8958327248692513,0.10416728258132935,none
21,black,rip,neutral,0.8416128158569336,0.1583871692419052,none
22,black,called,neutral,0.8879401087760925,0.11205989122390747,none
23,black,outlooks,neutral,0.9485554173588753,0.05144457519054413,none
24,black,viet,neutral,0.8397135734558105,0.16028641164302826,none
25,black,floater,neutral,0.9882277548313141,0.011772247031331062,none
26,black,rattlesnake,neutral,0.8878189921379089,0.11218099296092987,none
27,black,exports,neutral,0.9473617076873779,0.05263829976320267,none
28,black,peruvian,neutral,0.8778089582920074,0.12219104170799255,none
29,black,recursion,neutral,0.9827985018491745,0.01720149628818035,none
30,black,shortfall,neutral,0.9119917303323746,0.08800829201936722,none
31,black,corrected,neutral,0.9174085482954979,0.08259144425392151,none
32,black,amicable,neutral,1.0180285479873419,-0.01802854798734188,none
33,black,solutions,neutral,0.9797337148338556,0.020266279578208923,none
34,black,diagnostic,neutral,0.9622856192290783,0.037714362144470215,none
35,black,patently,neutral,0.9394906274974346,0.060509372502565384,none
36,black,flops,neutral,0.9216873049736023,0.0783126950263977,none
37,black,approx,neutral,0.859734371304512,0.14026561379432678,none
38,black,percents,neutral,0.9512775987386703,0.04872240871191025,none
39,black,lox,neutral,0.9288745447993279,0.07112545520067215,none
40,black,catapults,neutral,0.9162280559539795,0.08377194404602051,none
41,black,hamburger,neutral,0.8603331595659256,0.1396668404340744,none
42,black,engulfed,neutral,0.8393399268388748,0.160660058259964,none
43,black,households,neutral,0.8965476080775261,0.1034524142742157,none
44,black,north,neutral,0.8384937047958374,0.16150632500648499,none
45,black,snubbed,neutral,0.965223852545023,0.034776151180267334,none
46,black,playtest,neutral,1.0490138083696365,-0.04901381582021713,none
47,black,replayability,neutral,1.0002294579753652,-0.00022946251556277275,none
48,black,glottal,neutral,0.873951718211174,0.12604829668998718,none
49,black,parable,neutral,0.8898842185735703,0.11011578142642975,none
50,black,gingers,neutral,0.8089231848716736,0.19107681512832642,none
51,black,anachronism,neutral,0.8789886683225632,0.12101134657859802,none
52,black,organizing,neutral,1.0254948064684868,-0.025494813919067383,none
53,black,reach,neutral,0.9866745630279183,0.013325441628694534,none
54,black,shtick,neutral,0.8919924646615982,0.10800754278898239,none
55,black,eleventh,neutral,0.9517744928598404,0.04822550714015961,none
56,black,cpu,neutral,0.9782826248556376,0.021717384457588196,none
57,black,ranked,neutral,0.9726341534405947,0.027365844696760178,none
58,black,irreversibly,neutral,0.8890248686075211,0.11097511649131775,none
59,black,ponce,neutral,0.7757727652788162,0.22422724962234497,none
60,black,velociraptor,neutral,0.9086626470088959,0.09133734554052353,none
61,black,rubber,neutral,0.8544859737157822,0.14551404118537903,none
62,black,defects,neutral,0.9060887843370438,0.09391121566295624,none
63,black,puzzle,neutral,0.9243312031030655,0.07566878199577332,none
64,black,smasher,neutral,0.8952687233686447,0.10473128408193588,none
65,black,northside,neutral,0.8545422405004501,0.14545777440071106,none
66,black,heft,neutral,0.8627597391605377,0.13724026083946228,none
67,black,observation,neutral,0.9939863849431276,0.006013613194227219,none
68,black,rectum,neutral,0.8822578266263008,0.11774217337369919,none
69,black,mystical,neutral,0.8895889446139336,0.11041105538606644,none
70,black,telltale,neutral,0.7696554511785507,0.2303445190191269,none
71,black,remnants,neutral,0.8825812712311745,0.11741874366998672,none
72,black,inquiry,neutral,1.0075206574983895,-0.007520662620663643,none
73,black,indisputable,neutral,0.8279929757118225,0.1720070242881775,none
74,black,boatload,neutral,0.9508100040256977,0.04919000342488289,none
75,black,lessening,neutral,0.9861305728554726,0.013869427144527435,none
76,black,uselessness,neutral,0.8894513994455338,0.11054858565330505,none
77,black,observes,neutral,0.9500718787312508,0.04992812126874924,none
78,black,fictitious,neutral,0.8677207827568054,0.13227921724319458,none
79,black,repatriation,neutral,1.027002189308405,-0.027002185583114624,none
80,black,duh,neutral,0.9410895518958569,0.05891044810414314,none
81,black,attic,neutral,0.937888115644455,0.062111884355545044,none
82,black,schilling,neutral,0.9507939778268337,0.04920601472258568,none
83,black,charges,neutral,0.9727455899119377,0.027254410088062286,none
84,black,chatter,neutral,0.9239887744188309,0.07601122558116913,none
85,black,pad,neutral,0.9005173370242119,0.09948267787694931,none
86,black,smurfing,neutral,0.9547266401350498,0.045273348689079285,none
87,black,worthiness,neutral,0.8933551460504532,0.10664485394954681,none
88,black,definitive,neutral,0.926471434533596,0.07352857291698456,none
89,black,neat,neutral,0.8365519791841507,0.1634480208158493,none
90,black,homogenized,neutral,0.8215925544500351,0.1784074604511261,none
91,black,lexicon,neutral,0.9690618701279163,0.030938131734728813,none
92,black,nationalized,neutral,0.9053179249167442,0.09468207508325577,none
93,black,earpiece,neutral,0.8782573118805885,0.12174268066883087,none
94,black,specializations,neutral,0.9568145126104355,0.04318549484014511,none
95,black,lapse,neutral,0.9959171456284821,0.004082852974534035,none
96,black,concludes,neutral,1.018116096034646,-0.018116094172000885,none
97,black,weaving,neutral,0.8423497527837753,0.15765026211738586,none
98,black,apprentices,neutral,0.9358597844839096,0.0641402080655098,none
